1,0,-18,-83,-36,252,42,-191,-2,33,1
-9,20,159,199,-95,-545,24,345,-3,-63,0
13,-91,-205,-13,707,-93,-389,89,32,0,0
36,81,-299,-379,156,443,-80,-82,0,0,0
-67,172,244,131,-602,-37,154,0,0,0,0
-38,-125,58,197,50,-99,0,0,0,0,0
79,-77,-6,-88,84,0,0,0,0,0,0
14,26,23,0,0,0,0,0,0,0,0
-32,7,-27,0,0,0,0,0,0,0,0
-1,3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
