1,-7,5,76,-193,133,45,-82,14,10,-3
4,-56,20,319,-429,30,157,-33,-22,6,0
10,-120,501,-670,122,298,-133,-26,15,0,0
33,108,-236,-432,1049,-448,-117,73,0,0,0
-149,435,-682,705,-260,-142,88,0,0,0,0
18,-134,70,73,-183,86,0,0,0,0,0
153,-378,333,-92,7,0,0,0,0,0,0
-49,149,-55,4,0,0,0,0,0,0,0
-35,49,-28,0,0,0,0,0,0,0,0
12,-22,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
